"opr_date","pnodes_xref","he01","he02","he03","he04","he05","he06","he07","he08","he09","he10","he11","he12","he13","he14","he15","he16","he17","he18","he19","he20","he21","he22","he23","he24","pnodes_xref","node_id","yes_objectid"
2024-02-20,1004944,38.71544,38.09262,38.10366,38.13419,38.26131,44.75131,51.98588,50.85159,40.19394,38.03796,35.16568,33.65872,32.27059,33.43459,34.85145,39.44178,53.90835,60.05779,59.80514,56.63627,56.27325,55.84702,46.66255,42.02337,1004944,TH_SP15_GEN-APND,
2024-02-21,1004944,42.09446,38.42911,36.97562,36.82497,37.78845,43.71414,54.74684,42.17198,26.01623,3.67506,-1.56358,-2.92071,-4.37229,-4.09738,-3.65756,2.19796,38.43914,49.70514,49.84885,49.61517,49.68465,48.90019,43.53737,41.52289,1004944,TH_SP15_GEN-APND,
2024-02-22,1004944,34.22853,34.40559,33.96863,34.27082,40.67000,47.41377,63.32500,43.56211,11.95709,1.43440,-5.32868,-7.30780,-8.44353,-8.00000,-7.46523,0.18376,39.26008,59.92454,61.44325,58.41479,58.52888,57.67037,47.96257,42.79508,1004944,TH_SP15_GEN-APND,
2024-02-23,1004944,39.40417,37.40657,34.98823,35.14417,38.69087,44.44773,53.90990,45.09239,26.47959,12.18000,3.49943,0.69497,-0.90971,-1.96832,-0.67028,10.73395,38.91656,53.73651,53.26000,50.46068,51.84206,50.29235,41.33250,40.99583,1004944,TH_SP15_GEN-APND,
2024-02-24,1004944,35.95260,35.71495,35.56518,35.28066,35.64569,36.33646,40.97852,31.68012,23.01451,10.37563,3.88366,-0.67903,-4.85364,-6.39599,-4.56325,2.44292,29.85539,44.96839,45.06097,44.45743,44.27715,41.00021,39.55385,35.87979,1004944,TH_SP15_GEN-APND,
2024-02-25,1004944,32.91904,32.60561,32.73093,32.08584,32.85838,33.24181,31.84045,21.55105,4.09528,0.11544,-3.99166,-6.75805,-10.70985,-10.01895,-2.04533,1.71897,31.82740,40.86649,41.70340,41.15613,40.69108,40.13545,35.68806,31.25817,1004944,TH_SP15_GEN-APND,
2024-02-26,1004944,30.00000,30.03236,28.92227,29.39085,30.83438,35.03279,37.75594,33.10302,28.30652,21.68478,20.26683,18.49503,17.83393,19.36624,21.91012,29.25177,35.58927,44.83072,44.88835,43.45921,42.77412,40.70345,32.76862,31.09838,1004944,TH_SP15_GEN-APND,
2024-02-27,1004944,28.28810,26.86644,27.35349,26.78231,30.92313,32.14784,41.68355,19.14000,-5.68360,-28.00000,-28.00000,-30.00000,-30.00000,-30.00000,-31.01000,-30.00000,11.28000,32.32000,34.03000,33.72000,47.21957,46.19113,46.65776,37.76064,1004944,TH_SP15_GEN-APND,
2024-02-28,1004944,31.50004,30.35640,30.13387,30.94331,29.36493,40.99234,45.52815,30.26401,-3.87657,-17.61576,-20.08748,-20.29938,-20.90515,-20.60010,-20.27990,-12.46242,22.56680,45.06441,46.47807,44.74035,42.93634,41.42881,32.23181,33.01324,1004944,TH_SP15_GEN-APND,
2024-02-29,1004944,31.33083,31.62669,30.09684,29.69444,30.48848,31.95163,43.11411,28.39986,-5.71911,-17.91268,-20.01207,-22.50304,-23.15069,-22.88000,-19.66327,-13.12300,24.47993,43.60503,44.44384,42.91024,42.20593,41.98504,31.25024,29.42500,1004944,TH_SP15_GEN-APND,
2024-03-01,1004944,29.11782,28.75578,28.59572,28.63475,29.76544,40.17654,38.35982,17.27363,-1.13256,-12.06050,-13.65048,-14.58737,-15.30466,-15.17214,-14.41842,-6.68921,32.20147,45.43035,46.84567,43.04172,43.00557,43.00639,39.70686,37.44221,1004944,TH_SP15_GEN-APND,
2024-03-02,1004944,32.34650,31.59341,31.65516,31.60183,31.67017,32.68373,32.05576,8.50008,-0.90751,-2.79762,-4.22054,-5.42855,-8.99088,-11.57886,-11.18844,-3.22537,18.89872,41.69856,44.38631,41.95205,41.63373,41.39667,38.60685,37.34622,1004944,TH_SP15_GEN-APND,
2024-03-03,1004944,37.14471,32.95712,33.04657,33.15717,32.66389,32.94444,32.35893,-1.14636,-28.88000,-41.93171,-42.24542,-44.42470,-44.75239,-45.00000,-44.37609,-33.88000,-0.50303,41.19517,45.74832,42.11298,41.45860,41.21969,40.28895,39.31779,1004944,TH_SP15_GEN-APND,
2024-03-04,1004944,38.13701,37.53248,38.29361,38.52326,38.51641,43.27998,44.11215,20.00000,-18.91067,-31.00416,-34.00000,-34.71276,-33.39579,-33.21717,-32.05340,-20.37877,10.72873,49.08096,55.68506,54.73082,53.17315,49.88405,48.43333,45.47435,1004944,TH_SP15_GEN-APND,
2024-03-05,1004944,39.90668,38.62294,38.55055,38.64750,40.80548,49.62294,56.27511,18.89252,-14.48476,-23.65619,-25.21714,-26.74051,-26.66984,-25.08681,-25.15408,-18.22616,8.48260,52.50681,57.27168,55.04298,53.76085,53.17843,48.91636,42.08229,1004944,TH_SP15_GEN-APND,
2024-03-06,1004944,40.93508,36.86647,36.14592,39.16162,44.34354,51.75507,57.37887,28.58845,5.47090,-2.58186,-4.31612,-5.99344,-5.72904,-6.94403,-0.85963,14.36363,34.77589,50.93918,51.80571,51.67441,50.91286,50.36240,41.00047,38.51917,1004944,TH_SP15_GEN-APND,
2024-03-07,1004944,36.03323,35.66480,33.50169,33.19760,35.75861,37.35097,48.31432,20.01955,-10.00000,-20.68559,-25.23957,-26.70207,-27.77334,-29.93232,-28.01491,-25.08138,-3.50616,44.41186,45.36471,45.79929,45.00000,44.50919,35.21500,31.69235,1004944,TH_SP15_GEN-APND,
2024-03-08,1004944,37.91191,37.68660,37.34367,39.06577,48.93911,55.75051,55.18813,22.76649,-16.33239,-29.12321,-34.13782,-35.80758,-36.45356,-36.08000,-35.18236,-29.16177,-1.15098,52.13991,56.99393,52.67370,52.03872,51.46787,49.28699,42.60666,1004944,TH_SP15_GEN-APND,
2024-03-09,1004944,41.84298,40.01569,39.71152,37.75957,39.33879,44.28945,47.48197,17.22814,-15.97121,-27.97094,-34.03089,-34.60566,-34.71607,-34.21000,-34.07911,-24.02090,16.83825,46.29879,47.14575,47.10702,46.25694,45.90039,41.54409,39.31673,1004944,TH_SP15_GEN-APND,
