"asset_xref","schedulingcoordinator_seq","resourcebid_seq","resource_type"
1003743,312654,944554,INTERTIE
1003744,312654,108770,INTERTIE
1003745,222949,277515,INTERTIE
1003746,222949,504241,INTERTIE
1003747,222949,172491,INTERTIE
1003748,164205,949157,INTERTIE
1003749,137111,207913,INTERTIE
1003750,405946,944517,INTERTIE
1003751,120902,135031,INTERTIE
1003752,189093,155078,INTERTIE
1003753,189093,190140,INTERTIE
1003754,827577,175361,INTERTIE
1003755,939881,857430,INTERTIE
1003756,939881,142017,INTERTIE
1003757,318998,668749,INTERTIE
1003758,303780,995468,INTERTIE
1003759,167872,206951,INTERTIE
1003760,152321,545542,INTERTIE
1003761,190145,187914,INTERTIE
1003762,138185,187109,GENERATOR
1003763,907664,335860,GENERATOR
1003764,138185,465721,GENERATOR
1003765,138185,385995,GENERATOR
1003766,312654,183495,INTERTIE
1003767,167872,304565,INTERTIE
1003768,138185,897014,GENERATOR
1003769,505359,495058,GENERATOR
1003770,505359,125988,GENERATOR
1003771,138185,156215,GENERATOR
1003772,138185,143766,GENERATOR
1003773,138185,877677,GENERATOR
1003774,505359,699344,GENERATOR
1003775,463620,150899,LOAD
1003776,505359,820471,GENERATOR
1003777,505359,188521,GENERATOR
1003778,222949,487536,INTERTIE
1003779,211345,985269,GENERATOR
1003780,165846,218027,INTERTIE
1003781,222949,168530,INTERTIE
1003782,167872,193826,INTERTIE
1003783,137111,136591,INTERTIE
1003784,189093,561506,INTERTIE
1003785,557776,798092,INTERTIE
1003786,152321,110358,INTERTIE
1003787,164205,219563,INTERTIE
1003788,534383,918683,INTERTIE
1003789,137111,198834,INTERTIE
1003790,211630,144526,INTERTIE
1003791,245368,197031,INTERTIE
1003792,106470,691171,INTERTIE
1003793,106470,308791,INTERTIE
1003794,126187,495079,INTERTIE
1003795,468404,555817,INTERTIE
1003796,222949,605700,INTERTIE
1003797,222949,316677,INTERTIE
1003798,193932,320755,INTERTIE
1003799,193932,150929,INTERTIE
1003800,193932,121237,INTERTIE
1003801,193932,275281,INTERTIE
1003802,211849,819498,INTERTIE
1003803,138185,435543,GENERATOR
1003804,139213,263628,GENERATOR
1003805,138185,113407,GENERATOR
1003806,139213,321874,GENERATOR
1003807,139213,722938,GENERATOR
1003808,856334,208916,INTERTIE
1003809,138185,160904,GENERATOR
1003810,245368,764077,INTERTIE
1003811,138185,109850,GENERATOR
1003812,138185,366495,GENERATOR
1003813,138185,222480,GENERATOR
1003814,138185,188338,GENERATOR
1003815,138185,914143,GENERATOR
1003816,139213,120025,GENERATOR
1003817,463620,145561,GENERATOR
1003818,505359,424585,GENERATOR
1003819,505359,950405,GENERATOR
1003820,505359,135319,GENERATOR
1003821,505359,482649,GENERATOR
1003822,505359,150293,GENERATOR
1003823,505359,710387,GENERATOR
1003824,505359,489217,GENERATOR
1003825,505359,368954,GENERATOR
1003826,505359,276632,GENERATOR
1003827,505359,239625,GENERATOR
1003828,505359,839810,GENERATOR
1003829,505359,284331,GENERATOR
1003830,505359,896531,GENERATOR
1003831,505359,108706,GENERATOR
1003832,505359,797112,GENERATOR
1003833,505359,260831,GENERATOR
1003834,505359,201934,GENERATOR
1003835,505359,361746,GENERATOR
1003836,505359,956804,GENERATOR
1003837,505359,731152,GENERATOR
1003838,505359,921125,GENERATOR
1003839,505359,212534,GENERATOR
1003840,505359,619887,GENERATOR
1003841,505359,847855,GENERATOR
1003842,505359,272761,GENERATOR
1003843,505359,151875,GENERATOR
1003844,505359,163593,GENERATOR
1003845,189093,287892,INTERTIE
1003846,245368,203060,INTERTIE
1003847,505359,179836,GENERATOR
1003848,505359,357244,GENERATOR
1003849,505359,507226,GENERATOR
1003850,505359,826464,GENERATOR
1003851,505359,193171,GENERATOR
1003852,505359,928526,GENERATOR
1003853,505359,922234,GENERATOR
1003854,926749,733100,INTERTIE
1003855,505359,759286,GENERATOR
1003856,183056,523165,INTERTIE
1003857,190145,161899,INTERTIE
1003858,190145,352008,INTERTIE
1003859,126187,610439,INTERTIE
1003860,211849,711583,INTERTIE
1003861,505359,980385,INTERTIE
1003862,164205,548753,INTERTIE
1003863,222949,785984,INTERTIE
1003864,222949,134909,INTERTIE
1003865,222949,714996,INTERTIE
1003866,222949,424151,INTERTIE
1003867,222949,213476,INTERTIE
1003868,187496,187288,GENERATOR
1003869,187496,147965,GENERATOR
1003870,167872,569940,INTERTIE
1003871,259501,146215,INTERTIE
1003872,183056,556864,INTERTIE
1003873,167872,788818,INTERTIE
1003874,245368,723394,INTERTIE
1003875,222949,931030,INTERTIE
1003876,505359,742900,GENERATOR
1003877,139213,170849,INTERTIE
1003878,318998,427427,INTERTIE
1003879,138185,246083,GENERATOR
1003880,194660,990286,INTERTIE
1003881,222949,803083,INTERTIE
1003882,764343,717058,INTERTIE
1003883,764343,627030,INTERTIE
1003884,318998,673968,INTERTIE
1003885,189093,359830,INTERTIE
1003886,189093,595999,INTERTIE
1003887,211849,101153,INTERTIE
1003888,152321,364961,INTERTIE
1003889,167125,640672,INTERTIE
1003890,318998,125649,INTERTIE
1003891,318998,349041,INTERTIE
1003892,211630,973729,INTERTIE
1003893,211630,624384,INTERTIE
1003894,167125,111779,INTERTIE
1003895,405946,992138,INTERTIE
1003896,164205,549546,INTERTIE
1003897,139213,305015,GENERATOR
1003898,139213,137022,GENERATOR
1003899,167125,155014,INTERTIE
1003900,115307,180250,LOAD
1003901,115307,189032,INTERTIE
1003902,112785,145700,INTERTIE
1003903,112785,189155,INTERTIE
1003904,505359,943748,GENERATOR
1003905,505359,112733,GENERATOR
1003906,505359,358156,GENERATOR
1003907,159517,383798,INTERTIE
1003908,505359,168669,GENERATOR
1003909,939881,227254,INTERTIE
1003910,939881,771504,INTERTIE
1003911,139213,168420,GENERATOR
1003912,307817,200203,INTERTIE
1003913,211849,296394,GENERATOR
1003914,138185,627020,GENERATOR
1003915,590571,167586,GENERATOR
1003916,138185,209942,GENERATOR
1003917,138185,974873,GENERATOR
1003918,138185,902002,GENERATOR
1003919,222949,119539,INTERTIE
1003920,183056,902506,INTERTIE
1003921,211849,991907,INTERTIE
1003922,944967,290799,INTERTIE
1003923,194660,868989,INTERTIE
1003924,766671,658518,INTERTIE
1003925,917730,894531,INTERTIE
1003926,900650,848481,INTERTIE
1003927,900650,325523,INTERTIE
1003928,222949,966255,INTERTIE
1003929,735081,996923,INTERTIE
1003930,735081,206119,INTERTIE
1003931,222949,309055,INTERTIE
1003932,183056,354149,INTERTIE
1003933,167872,830490,INTERTIE
1003934,795476,183774,INTERTIE
1003935,183056,768708,INTERTIE
1003936,468404,996429,GENERATOR
1003937,183056,573245,INTERTIE
1003938,183056,389116,INTERTIE
1003939,167125,821757,INTERTIE
1003940,312654,821653,INTERTIE
1003941,167872,925454,INTERTIE
1003942,139213,717275,GENERATOR
1003943,245368,144801,INTERTIE
1003944,167872,431163,INTERTIE
1003945,139213,146116,GENERATOR
1003946,138185,190847,GENERATOR
1003947,138185,339894,GENERATOR
1003948,138185,764653,GENERATOR
1003949,211849,124109,INTERTIE
1003950,183056,648037,INTERTIE
1003951,183056,803421,INTERTIE
1003952,183056,583032,INTERTIE
1003953,183056,115941,INTERTIE
1003954,167872,646451,INTERTIE
1003955,405946,179859,INTERTIE
1003956,167872,455056,INTERTIE
1003957,189093,178977,INTERTIE
1003958,183056,183447,INTERTIE
1003959,139213,613849,GENERATOR
1003960,183056,491324,INTERTIE
1003961,167872,724162,INTERTIE
1003962,405946,699132,INTERTIE
1003963,505359,188600,GENERATOR
1003964,405946,959753,INTERTIE
1003965,723920,108057,INTERTIE
1003966,189093,517502,INTERTIE
1003967,723920,326746,INTERTIE
1003968,111210,394156,GENERATOR
1003969,505359,144033,GENERATOR
1003970,183056,169640,INTERTIE
1003971,735081,290597,INTERTIE
1003972,735081,276675,INTERTIE
1003973,505359,214016,INTERTIE
1003974,405946,100733,INTERTIE
1003975,795476,791216,INTERTIE
1003976,795476,180625,INTERTIE
1003977,318998,430856,INTERTIE
1003978,795476,381592,INTERTIE
1003979,160711,470087,INTERTIE
1003980,795476,117278,INTERTIE
1003981,900650,898289,INTERTIE
1003982,183056,895387,INTERTIE
1003983,770733,118279,GENERATOR
1003984,770733,119063,GENERATOR
1003985,242731,218003,INTERTIE
1003986,222949,835530,INTERTIE
1003987,725439,559586,INTERTIE
1003988,167125,174136,INTERTIE
1003989,139213,116792,GENERATOR
1003990,211849,348237,GENERATOR
1003991,183056,685312,INTERTIE
1003992,795476,868488,INTERTIE
1003993,856334,196923,INTERTIE
1003994,795476,198539,INTERTIE
1003995,183056,205575,INTERTIE
1003996,183056,161691,INTERTIE
1003997,183056,122603,INTERTIE
1003998,183056,633380,INTERTIE
1003999,163143,575179,INTERTIE
1004000,158534,426166,GENERATOR
1004001,138185,170900,GENERATOR
1004002,387291,106168,INTERTIE
1004003,139213,154678,GENERATOR
1004004,138185,732899,GENERATOR
1004005,139213,563035,GENERATOR
1004006,138185,976342,GENERATOR
1004007,138185,135122,GENERATOR
1004008,621200,158101,INTERTIE
1004009,181985,357553,LOAD
1004010,139213,179478,GENERATOR
1004011,575998,803906,GENERATOR
1004012,138185,310053,GENERATOR
1004013,496955,326552,INTERTIE
1004014,138185,809723,GENERATOR
1004015,138185,173912,GENERATOR
1004016,312654,912587,INTERTIE
1004017,505359,536048,GENERATOR
1004018,138185,826801,GENERATOR
1004019,139213,917526,GENERATOR
1004020,907664,701885,GENERATOR
1004021,181985,752029,LOAD
1004022,181985,159076,LOAD
1004023,138185,503150,GENERATOR
1004024,169879,892796,GENERATOR
1004025,169879,166867,GENERATOR
1004026,505359,132876,GENERATOR
1004027,169879,220760,GENERATOR
1004028,481829,894251,INTERTIE
1004029,169879,129429,GENERATOR
1004030,169879,121069,GENERATOR
1004031,169879,901457,GENERATOR
1004032,169879,165635,GENERATOR
1004033,169879,112432,GENERATOR
1004034,169879,419229,GENERATOR
1004035,169879,596655,GENERATOR
1004036,795476,105512,INTERTIE
1004037,985834,403084,INTERTIE
1004038,125201,189504,INTERTIE
1004039,125201,178028,INTERTIE
1004040,125201,158813,INTERTIE
1004041,183056,229593,INTERTIE
1004042,125201,740258,INTERTIE
1004043,125201,967674,INTERTIE
1004044,125201,506189,INTERTIE
1004045,481829,363571,INTERTIE
1004046,186449,103739,INTERTIE
1004047,856334,137591,INTERTIE
1004048,156810,154899,GENERATOR
1004049,171989,144731,INTERTIE
1004050,132683,518585,GENERATOR
1004051,915306,274326,GENERATOR
1004052,985834,111027,INTERTIE
1004053,186449,466216,INTERTIE
1004054,183056,917965,INTERTIE
1004055,712391,203518,GENERATOR
1004056,926749,670234,INTERTIE
1004057,183056,337884,INTERTIE
1004058,505596,905909,INTERTIE
1004059,152321,140361,INTERTIE
1004060,183056,518365,INTERTIE
1004061,109347,979692,INTERTIE
1004062,167125,883749,INTERTIE
1004063,190145,112295,INTERTIE
1004064,183056,686181,INTERTIE
1004065,183056,785621,INTERTIE
1004066,183056,155350,INTERTIE
1004067,183056,226493,INTERTIE
1004068,183056,445104,INTERTIE
1004069,189093,191941,INTERTIE
1004070,189093,381748,INTERTIE
1004071,138185,192637,GENERATOR
1004072,126354,410177,GENERATOR
1004073,138185,836476,GENERATOR
1004074,138185,123111,GENERATOR
1004075,138185,450271,GENERATOR
1004076,138185,332680,GENERATOR
1004077,138185,105343,GENERATOR
1004078,138185,421323,GENERATOR
1004079,770825,153933,INTERTIE
1004080,926749,902102,INTERTIE
1004081,169879,760376,GENERATOR
1004082,189093,150660,INTERTIE
1004083,339577,142954,INTERTIE
1004084,169879,315366,GENERATOR
1004085,120902,525869,INTERTIE
1004086,186449,581327,INTERTIE
1004087,222949,969691,INTERTIE
1004088,944967,584564,INTERTIE
1004089,953747,938318,INTERTIE
1004090,953747,572978,INTERTIE
1004091,953747,497235,INTERTIE
1004092,953747,413340,INTERTIE
1004093,953747,749549,INTERTIE
1004094,953747,427139,INTERTIE
1004095,953747,638196,INTERTIE
1004096,953747,655983,INTERTIE
1004097,953747,194113,INTERTIE
1004098,953747,832188,INTERTIE
1004099,953747,387975,INTERTIE
1004100,953747,871446,INTERTIE
1004101,307817,122464,INTERTIE
1004102,167872,183595,INTERTIE
1004103,183056,319138,INTERTIE
1004104,183056,136616,INTERTIE
1004105,189093,184539,INTERTIE
1004106,153531,351754,GENERATOR
1004107,138185,299326,GENERATOR
1004108,139213,133660,GENERATOR
1004109,138185,909635,GENERATOR
1004110,138185,135857,GENERATOR
1004111,138185,105390,GENERATOR
1004112,187496,814745,GENERATOR
1004113,138185,292649,GENERATOR
1004114,665097,450231,GENERATOR
1004115,153531,358958,GENERATOR
1004116,917730,287236,INTERTIE
1004117,138185,166303,GENERATOR
1004118,187496,756778,GENERATOR
1004119,189093,106002,INTERTIE
1004120,187496,182853,GENERATOR
1004121,665097,155869,GENERATOR
1004122,187496,130800,GENERATOR
1004123,138185,658605,GENERATOR
1004124,173893,197582,GENERATOR
1004125,153531,911920,GENERATOR
1004126,153531,608810,GENERATOR
1004127,173893,107486,GENERATOR
1004128,173893,183275,GENERATOR
1004129,138185,204725,GENERATOR
1004130,138185,592714,GENERATOR
1004131,138185,150913,GENERATOR
1004132,907664,809924,GENERATOR
1004133,725439,103784,INTERTIE
1004134,505359,346197,GENERATOR
1004135,917730,161416,INTERTIE
1004136,505359,691159,GENERATOR
1004137,245368,803927,INTERTIE
1004138,187496,111605,GENERATOR
1004139,189093,452887,INTERTIE
1004140,405946,409164,INTERTIE
1004141,167872,823771,INTERTIE
1004142,193932,311132,INTERTIE
1004143,193932,348509,INTERTIE
1004144,109347,173462,INTERTIE
1004145,115307,804379,INTERTIE
1004146,211849,610734,INTERTIE
1004147,167872,251563,INTERTIE
1004148,167872,658711,INTERTIE
1004149,167872,129954,INTERTIE
1004150,167872,421451,INTERTIE
1004151,139213,203068,GENERATOR
1004152,138185,124282,GENERATOR
1004153,138185,820231,GENERATOR
1004154,183056,110318,INTERTIE
1004155,138185,135468,GENERATOR
1004156,138185,107855,GENERATOR
1004157,382649,609057,GENERATOR
1004158,751052,112288,GENERATOR
1004159,169879,786951,GENERATOR
1004160,505359,704605,INTERTIE
1004161,187496,907530,INTERTIE
1004162,138185,561958,GENERATOR
1004163,167872,822722,INTERTIE
1004164,138185,858204,GENERATOR
1004165,138185,408587,GENERATOR
1004166,505359,807814,INTERTIE
1004167,138185,117350,GENERATOR
1004168,187496,194808,INTERTIE
1004169,751052,986567,GENERATOR
1004170,138185,116822,GENERATOR
1004171,505359,703413,GENERATOR
1004172,505359,128556,INTERTIE
1004173,139213,213199,GENERATOR
1004174,505359,180915,INTERTIE
1004175,138185,418526,GENERATOR
1004176,112406,128417,INTERTIE
1004177,505359,211828,INTERTIE
1004178,468404,903212,INTERTIE
1004179,505359,213059,INTERTIE
1004180,505359,113235,GENERATOR
1004181,505359,162382,INTERTIE
1004182,907664,143452,GENERATOR
1004183,985834,401065,INTERTIE
1004184,751052,670126,GENERATOR
1004185,138185,242399,GENERATOR
1004186,505359,139304,INTERTIE
1004187,138185,202619,GENERATOR
1004188,138185,124946,GENERATOR
1004189,187496,619696,INTERTIE
1004190,138185,274788,GENERATOR
1004191,138185,135826,GENERATOR
1004192,138185,823713,GENERATOR
1004193,856334,850079,INTERTIE
1004194,211849,206348,INTERTIE
1004195,183056,802482,INTERTIE
1004196,183056,195422,INTERTIE
1004197,557776,164077,INTERTIE
1004198,985834,722633,INTERTIE
1004199,152321,123809,INTERTIE
1004200,152321,858261,INTERTIE
1004201,164205,117228,INTERTIE
1004202,222949,766809,INTERTIE
1004203,211849,118261,INTERTIE
1004204,167125,190123,INTERTIE
1004205,167872,372849,INTERTIE
1004206,481829,226356,INTERTIE
1004207,505359,121679,INTERTIE
1004208,167125,812589,INTERTIE
1004209,303780,448651,INTERTIE
1004210,194039,113238,INTERTIE
1004211,194039,114602,INTERTIE
1004212,505359,180010,INTERTIE
1004213,303780,545989,INTERTIE
1004214,505359,183420,INTERTIE
1004215,505359,198856,INTERTIE
1004216,303780,167097,INTERTIE
1004217,505359,132267,INTERTIE
1004218,505359,622146,INTERTIE
1004219,505359,126597,INTERTIE
1004220,505359,112359,INTERTIE
1004221,125201,151286,INTERTIE
1004222,183056,167411,INTERTIE
1004223,795476,360561,INTERTIE
1004224,211849,831695,INTERTIE
1004225,211849,194191,INTERTIE
1004226,303780,313231,INTERTIE
1004227,139213,185773,GENERATOR
1004228,211849,837062,INTERTIE
1004229,211849,843153,INTERTIE
1004230,944967,421541,INTERTIE
1004231,183056,853908,INTERTIE
1004232,245368,698028,INTERTIE
1004233,167125,925689,INTERTIE
1004234,303780,106829,INTERTIE
1004235,163143,171838,INTERTIE
1004236,944967,997392,INTERTIE
1004237,713339,117084,INTERTIE
1004238,405946,288404,INTERTIE
1004239,109347,135830,INTERTIE
1004240,194660,336443,INTERTIE
1004241,138185,270138,GENERATOR
1004242,169879,900546,GENERATOR
1004243,665097,966464,GENERATOR
1004244,138185,169116,GENERATOR
1004245,339577,741977,INTERTIE
1004246,907664,151100,GENERATOR
1004247,505359,842574,GENERATOR
1004248,138185,103621,GENERATOR
1004249,318998,626662,INTERTIE
1004250,167872,557507,INTERTIE
1004251,138185,560556,GENERATOR
1004252,152321,255626,INTERTIE
1004253,159517,407049,INTERTIE
1004254,152321,336838,INTERTIE
1004255,120902,812812,INTERTIE
1004256,245368,796066,INTERTIE
1004257,245368,933806,INTERTIE
1004258,190145,175807,INTERTIE
1004259,164205,209052,INTERTIE
1004260,190145,907921,INTERTIE
1004261,917730,172209,INTERTIE
1004262,152321,127917,INTERTIE
1004263,173893,137477,GENERATOR
1004264,505359,201598,GENERATOR
1004265,169879,140783,GENERATOR
1004266,169879,112395,GENERATOR
1004267,856334,986306,INTERTIE
1004268,164205,958624,INTERTIE
1004269,164205,334425,INTERTIE
1004270,164205,771682,INTERTIE
1004271,822669,605457,INTERTIE
1004272,222949,206856,INTERTIE
1004273,164205,537912,INTERTIE
1004274,505359,136232,GENERATOR
1004275,183056,528313,INTERTIE
1004276,163143,909615,INTERTIE
1004277,822669,102705,INTERTIE
1004278,164205,135103,INTERTIE
1004279,222949,142363,INTERTIE
1004280,626300,497123,GENERATOR
1004281,138185,644727,GENERATOR
1004282,626300,742329,GENERATOR
1004283,192907,161142,GENERATOR
1004284,626300,630958,GENERATOR
1004285,138185,203575,GENERATOR
1004286,494152,960463,INTERTIE
1004287,907664,557105,GENERATOR
1004288,222949,387116,INTERTIE
1004289,222949,684500,INTERTIE
1004290,183056,141485,INTERTIE
1004291,494152,682759,INTERTIE
1004292,152321,922149,INTERTIE
1004293,222949,647863,INTERTIE
1004294,164205,221305,INTERTIE
1004295,183056,772952,INTERTIE
1004296,183056,266092,INTERTIE
1004297,183056,866908,INTERTIE
1004298,167125,202710,INTERTIE
1004299,124591,676709,GENERATOR
1004300,167872,315933,INTERTIE
1004301,405946,202313,INTERTIE
1004302,164205,447568,INTERTIE
1004303,494152,948861,INTERTIE
1004304,115307,449763,INTERTIE
1004305,900650,152915,INTERTIE
1004306,985834,132072,INTERTIE
1004307,985834,324763,INTERTIE
1004308,183056,903689,INTERTIE
1004309,183056,427423,INTERTIE
1004310,189093,603286,INTERTIE
