"asset_xref","schedulingcoordinator_seq","resourcebid_seq","resource_type"
1004455,189093,187902,INTERTIE
1004456,139213,129834,GENERATOR
1004457,104476,954013,GENERATOR
1004458,280774,292339,INTERTIE
1004459,138185,737705,GENERATOR
1004460,151285,937394,LOAD
1004461,138185,711303,GENERATOR
1004462,167872,664601,INTERTIE
1004463,183056,209590,INTERTIE
1004464,211849,778864,INTERTIE
1004465,211849,784006,INTERTIE
1004466,190145,245419,INTERTIE
1004467,159010,140547,GENERATOR
1004468,190145,909421,INTERTIE
1004469,183056,622524,INTERTIE
1004470,211345,297325,GENERATOR
1004471,183056,991241,INTERTIE
1004472,183056,278111,INTERTIE
1004473,206034,645112,INTERTIE
1004474,640943,252806,INTERTIE
1004475,206034,429036,INTERTIE
1004476,120902,506254,INTERTIE
1004477,167872,712961,INTERTIE
1004478,183056,512867,INTERTIE
1004479,496955,289591,INTERTIE
1004480,189093,501892,INTERTIE
1004481,152321,701176,INTERTIE
1004482,152321,156408,INTERTIE
1004483,167125,987391,INTERTIE
1004484,152321,539891,INTERTIE
1004485,167125,937376,INTERTIE
1004486,915306,777662,INTERTIE
1004487,183056,465084,INTERTIE
1004488,152321,157969,INTERTIE
1004489,167872,881785,INTERTIE
1004490,164205,895406,INTERTIE
1004491,725439,687272,INTERTIE
1004492,725439,270518,INTERTIE
1004493,725439,120244,INTERTIE
1004494,128296,207695,INTERTIE
1004495,152321,822415,INTERTIE
1004496,307817,204816,INTERTIE
1004497,138185,122370,GENERATOR
1004498,139213,306098,GENERATOR
1004499,138185,497747,GENERATOR
1004500,795476,888767,INTERTIE
1004501,712391,963188,INTERTIE
1004502,139213,160461,GENERATOR
1004503,211345,496151,INTERTIE
1004504,139213,130812,GENERATOR
1004505,133439,182493,INTERTIE
1004506,139213,912055,GENERATOR
1004507,139213,517145,GENERATOR
1004508,138185,419894,GENERATOR
1004509,505359,749208,GENERATOR
1004510,138185,628519,GENERATOR
1004511,106455,151253,INTERTIE
1004512,138185,866991,GENERATOR
1004513,133439,647771,LOAD
1004514,183056,844977,INTERTIE
1004515,505359,827772,GENERATOR
1004516,199285,329667,INTERTIE
1004517,139213,376200,GENERATOR
1004518,259501,725837,INTERTIE
1004519,137111,168580,INTERTIE
1004520,271436,444632,LOAD
1004521,138185,759547,GENERATOR
1004522,190145,292469,GENERATOR
1004523,138185,966836,GENERATOR
1004524,124591,118821,GENERATOR
1004525,124591,176665,GENERATOR
1004526,124591,122228,GENERATOR
1004527,124591,698416,GENERATOR
1004528,124591,515531,GENERATOR
1004529,124591,774649,GENERATOR
1004530,124591,177584,GENERATOR
1004531,124591,830119,GENERATOR
1004532,165289,142197,GENERATOR
1004533,124591,250266,GENERATOR
1004534,124591,779133,GENERATOR
1004535,124591,194462,GENERATOR
1004536,124591,544993,GENERATOR
1004537,124591,766442,GENERATOR
1004538,189093,652315,INTERTIE
1004539,164205,608134,INTERTIE
1004540,114882,242442,INTERTIE
1004541,139213,236353,GENERATOR
1004542,139213,133829,GENERATOR
1004543,139213,434763,GENERATOR
1004544,139213,101363,GENERATOR
1004545,318998,274252,INTERTIE
1004546,795476,582415,INTERTIE
1004547,128296,206719,INTERTIE
1004548,319525,447417,INTERTIE
1004549,318998,240465,INTERTIE
1004550,795476,939265,INTERTIE
1004551,222949,169520,INTERTIE
1004552,164205,171693,INTERTIE
1004553,318998,771201,INTERTIE
1004554,164205,142915,INTERTIE
1004555,164205,103608,INTERTIE
1004556,164205,463927,INTERTIE
1004557,183056,497228,INTERTIE
1004558,815136,282593,GENERATOR
1004559,402356,172074,GENERATOR
1004560,505359,900136,GENERATOR
1004561,505359,448199,GENERATOR
1004562,505359,185819,GENERATOR
1004563,505359,316944,GENERATOR
1004564,505359,323703,GENERATOR
1004565,907664,211547,GENERATOR
1004566,505359,191195,GENERATOR
1004567,476125,280232,INTERTIE
1004568,402356,690855,GENERATOR
1004569,505359,154406,GENERATOR
1004570,505359,210978,GENERATOR
1004571,402356,104756,GENERATOR
1004572,505359,803870,GENERATOR
1004573,505359,112894,GENERATOR
1004574,907664,161151,GENERATOR
1004575,402356,206601,GENERATOR
1004576,505359,164623,GENERATOR
1004577,505359,414932,GENERATOR
1004578,402356,118774,GENERATOR
1004579,138185,173664,GENERATOR
1004580,505359,197779,GENERATOR
1004581,815136,128936,GENERATOR
1004582,505359,928941,GENERATOR
1004583,115307,215414,INTERTIE
1004584,505359,205394,GENERATOR
1004585,505359,396132,GENERATOR
1004586,505359,153172,GENERATOR
1004587,505359,134201,GENERATOR
1004588,505359,246340,GENERATOR
1004589,505359,185250,GENERATOR
1004590,505359,653452,GENERATOR
1004591,167872,271112,INTERTIE
1004592,167872,679382,INTERTIE
1004593,211345,386425,GENERATOR
1004594,827577,711288,INTERTIE
1004595,168289,189189,INTERTIE
1004596,183056,260356,INTERTIE
1004597,795476,183617,INTERTIE
1004598,189093,217803,INTERTIE
1004599,159517,401292,INTERTIE
1004600,167125,578528,INTERTIE
1004601,128296,200249,INTERTIE
1004602,183056,901408,INTERTIE
1004603,245368,783527,INTERTIE
1004604,167125,948274,INTERTIE
1004605,885419,447516,INTERTIE
1004606,211849,880531,INTERTIE
1004607,159517,623502,INTERTIE
1004608,164205,965662,INTERTIE
1004609,242731,196057,INTERTIE
1004610,242731,680337,INTERTIE
1004611,596881,124045,INTERTIE
1004612,222949,753321,INTERTIE
1004613,222949,852594,INTERTIE
1004614,164205,368724,INTERTIE
1004615,194660,316332,INTERTIE
1004616,194660,360529,INTERTIE
1004617,112406,759903,GENERATOR
1004618,139213,548694,INTERTIE
1004619,137111,833953,INTERTIE
1004620,665097,514595,GENERATOR
1004621,193932,425142,INTERTIE
1004622,387291,247560,INTERTIE
1004623,122958,193181,INTERTIE
1004624,137111,945232,INTERTIE
1004625,387291,179488,INTERTIE
1004626,193932,152901,INTERTIE
1004627,139213,394832,INTERTIE
1004628,122958,723350,INTERTIE
1004629,665097,786885,GENERATOR
1004630,387291,284800,INTERTIE
1004631,665097,117026,GENERATOR
1004632,665097,194586,GENERATOR
1004633,189093,164720,INTERTIE
1004634,665097,766816,GENERATOR
1004635,187496,152866,GENERATOR
1004636,187496,765133,GENERATOR
1004637,387291,101176,INTERTIE
1004638,187496,867865,GENERATOR
1004639,205639,674107,INTERTIE
1004640,665097,430006,GENERATOR
1004641,665097,521099,GENERATOR
1004642,505359,117899,GENERATOR
1004643,907664,151982,GENERATOR
1004644,187496,168268,GENERATOR
1004645,187496,180125,GENERATOR
1004646,187496,422574,GENERATOR
1004647,505359,182106,GENERATOR
1004648,505359,147733,GENERATOR
1004649,907664,560108,GENERATOR
1004650,189093,764573,INTERTIE
1004651,505359,760025,GENERATOR
1004652,187496,621695,GENERATOR
1004653,189093,165050,INTERTIE
1004654,187496,660732,GENERATOR
1004655,505359,205266,GENERATOR
1004656,187496,624057,GENERATOR
1004657,387291,870185,INTERTIE
1004658,725439,979347,INTERTIE
1004659,168289,222951,INTERTIE
1004660,509752,509676,INTERTIE
1004661,132371,191829,INTERTIE
1004662,150355,275987,INTERTIE
1004663,387291,199168,INTERTIE
1004664,725439,958647,INTERTIE
1004665,137111,392779,INTERTIE
1004666,725439,128165,INTERTIE
1004667,725439,376088,INTERTIE
1004668,142049,126018,INTERTIE
1004669,150355,963324,INTERTIE
1004670,509752,152298,INTERTIE
1004671,165846,212303,INTERTIE
1004672,142049,148071,INTERTIE
1004673,167872,127451,INTERTIE
1004674,640802,117733,GENERATOR
1004675,795476,360401,INTERTIE
1004676,193932,162461,INTERTIE
1004677,766671,197371,INTERTIE
1004678,152321,140970,INTERTIE
1004679,120902,930358,INTERTIE
1004680,827577,924715,INTERTIE
1004681,167872,951208,INTERTIE
1004682,163143,944109,INTERTIE
1004683,164205,181947,INTERTIE
1004684,211849,809516,INTERTIE
1004685,211849,417355,INTERTIE
1004686,169879,160947,GENERATOR
1004687,137111,544466,INTERTIE
1004688,766671,983808,INTERTIE
1004689,907664,675511,GENERATOR
1004690,505359,282593,GENERATOR
1004691,138185,874113,GENERATOR
1004692,505359,553277,INTERTIE
1004693,505359,856245,INTERTIE
1004694,505359,128936,GENERATOR
1004695,167872,153873,INTERTIE
1004696,167872,609273,INTERTIE
1004697,266924,361856,GENERATOR
1004698,266924,477554,GENERATOR
1004699,266924,758362,GENERATOR
1004700,167872,245264,INTERTIE
1004701,167872,108138,INTERTIE
1004702,167872,277158,INTERTIE
1004703,167872,669739,INTERTIE
1004704,128296,480352,INTERTIE
1004705,167872,199521,INTERTIE
1004706,339577,184725,INTERTIE
1004707,167872,202293,INTERTIE
1004708,167872,193219,INTERTIE
1004709,167872,109822,INTERTIE
1004710,588671,987715,INTERTIE
1004711,725439,990568,INTERTIE
1004712,167125,556785,INTERTIE
1004713,725439,384062,INTERTIE
1004714,496955,810868,INTERTIE
1004715,167872,381735,INTERTIE
1004716,186919,518501,INTERTIE
1004717,167872,180572,INTERTIE
1004718,137111,298239,INTERTIE
1004719,137111,950259,INTERTIE
1004720,125201,106130,INTERTIE
1004721,665097,334626,GENERATOR
1004722,137111,713012,INTERTIE
1004723,167872,643511,INTERTIE
1004724,137111,840320,INTERTIE
1004725,137111,781736,INTERTIE
1004726,128296,260813,INTERTIE
1004727,137111,991187,INTERTIE
1004728,189093,187993,INTERTIE
1004729,138410,905955,GENERATOR
1004730,640802,141208,GENERATOR
1004731,640802,139042,GENERATOR
1004732,303780,176098,INTERTIE
1004733,988909,147446,INTERTIE
1004734,137111,911946,INTERTIE
1004735,137111,952023,INTERTIE
1004736,985834,184141,INTERTIE
1004737,985834,110752,INTERTIE
1004738,985834,248180,INTERTIE
1004739,137111,844867,INTERTIE
1004740,985834,147045,INTERTIE
1004741,167872,543679,INTERTIE
1004742,186919,128540,INTERTIE
1004743,167872,546790,INTERTIE
1004744,190145,569944,INTERTIE
1004745,318998,450662,INTERTIE
1004746,189093,214546,INTERTIE
1004747,189093,393359,INTERTIE
1004748,165846,627399,INTERTIE
1004749,165846,122046,INTERTIE
1004750,165846,987398,INTERTIE
1004751,165846,755275,INTERTIE
1004752,795476,146283,INTERTIE
1004753,152321,197813,INTERTIE
1004754,339577,161893,INTERTIE
1004755,115307,456660,INTERTIE
1004756,222949,721795,INTERTIE
1004757,222949,181711,INTERTIE
1004758,318998,318865,INTERTIE
1004759,985834,528961,INTERTIE
1004760,985834,108089,INTERTIE
1004761,985834,547234,INTERTIE
1004762,985834,783259,INTERTIE
1004763,318998,777169,INTERTIE
1004764,318998,609403,INTERTIE
1004765,114882,190956,GENERATOR
1004766,318998,464011,INTERTIE
1004767,318998,996660,INTERTIE
1004768,186919,194633,INTERTIE
1004769,167872,450142,INTERTIE
1004770,167872,805289,INTERTIE
1004771,183056,615408,INTERTIE
1004772,137111,676795,INTERTIE
1004773,137111,128779,INTERTIE
1004774,137111,401825,INTERTIE
1004775,137111,130413,INTERTIE
1004776,186919,872431,INTERTIE
1004777,183056,297860,INTERTIE
1004778,204966,284094,GENERATOR
1004779,496955,115923,INTERTIE
1004780,987777,154471,GENERATOR
1004781,795476,447505,INTERTIE
1004782,112406,970554,INTERTIE
1004783,987777,104767,GENERATOR
1004784,183056,767875,INTERTIE
1004785,987777,440648,GENERATOR
1004786,987777,173313,GENERATOR
1004787,690725,998964,GENERATOR
1004788,987777,431692,GENERATOR
1004789,987777,477057,GENERATOR
1004790,137111,542212,INTERTIE
1004791,137111,192432,INTERTIE
1004792,137111,820314,INTERTIE
1004793,318998,431738,INTERTIE
1004794,112785,560388,INTERTIE
1004795,318998,183475,INTERTIE
1004796,318998,194323,INTERTIE
1004797,318998,634938,INTERTIE
1004798,318998,129636,INTERTIE
1004799,134244,200121,GENERATOR
1004800,183056,170929,INTERTIE
1004801,318998,775207,INTERTIE
1004802,189093,886688,INTERTIE
1004803,137111,677559,INTERTIE
1004804,137111,725383,INTERTIE
1004805,152321,571174,INTERTIE
1004806,795476,167762,INTERTIE
1004807,339577,748000,INTERTIE
1004808,137111,228630,INTERTIE
1004809,137111,959245,INTERTIE
1004810,900650,710377,GENERATOR
1004811,339577,180218,INTERTIE
1004812,120902,267185,INTERTIE
1004813,159517,659618,INTERTIE
1004814,183056,228325,INTERTIE
1004815,152321,200830,INTERTIE
1004816,139213,101055,GENERATOR
1004817,915306,143207,INTERTIE
1004818,139213,184387,GENERATOR
1004819,114882,125211,INTERTIE
1004820,137111,388389,INTERTIE
1004821,137111,680090,INTERTIE
1004822,985834,428926,INTERTIE
1004823,856334,180577,INTERTIE
1004824,152321,411946,INTERTIE
1004825,152321,194584,INTERTIE
1004826,152321,919036,INTERTIE
1004827,339577,532913,INTERTIE
1004828,167872,289480,INTERTIE
1004829,187496,289592,GENERATOR
1004830,339577,178248,INTERTIE
1004831,183056,313908,INTERTIE
1004832,187496,697740,GENERATOR
1004833,211849,272197,INTERTIE
1004834,985834,780232,INTERTIE
1004835,481829,210067,INTERTIE
1004836,339577,168578,INTERTIE
1004837,505359,781960,GENERATOR
1004838,505359,850407,GENERATOR
1004839,864688,176734,INTERTIE
1004840,864688,101199,INTERTIE
1004841,575998,977412,INTERTIE
1004842,505359,386425,GENERATOR
1004843,171692,252555,INTERTIE
1004844,137111,219807,INTERTIE
1004845,222949,166069,INTERTIE
1004846,183056,187700,INTERTIE
1004847,222949,105752,INTERTIE
1004848,152321,699430,INTERTIE
1004849,222949,432849,INTERTIE
1004850,128296,192799,INTERTIE
1004851,183056,294728,INTERTIE
1004852,800968,140915,INTERTIE
1004853,468404,110659,INTERTIE
1004854,189093,612969,INTERTIE
1004855,303780,607259,INTERTIE
1004856,392309,132793,GENERATOR
1004857,211630,288566,INTERTIE
1004858,121224,429855,GENERATOR
1004859,463620,203382,GENERATOR
1004860,128296,118891,INTERTIE
1004861,183056,538817,INTERTIE
1004862,211849,470845,INTERTIE
1004863,137111,396369,INTERTIE
1004864,137111,274690,INTERTIE
1004865,211849,696829,INTERTIE
1004866,303780,377915,INTERTIE
1004867,303780,415070,INTERTIE
1004868,303780,998906,INTERTIE
1004869,303780,929317,INTERTIE
1004870,303780,881745,INTERTIE
1004871,189093,560709,INTERTIE
1004872,125201,333423,INTERTIE
1004873,183056,461156,INTERTIE
1004874,167125,908808,INTERTIE
1004875,139213,397134,GENERATOR
1004876,190145,191013,INTERTIE
1004877,303780,240160,INTERTIE
1004878,152321,158142,INTERTIE
1004879,303780,491665,INTERTIE
1004880,137111,737683,INTERTIE
1004881,339577,447923,INTERTIE
1004882,137111,465971,INTERTIE
1004883,170531,140514,LOAD
1004884,735081,351548,INTERTIE
1004885,735081,138875,INTERTIE
1004886,152321,178550,INTERTIE
1004887,735081,170791,INTERTIE
1004888,735081,213974,INTERTIE
1004889,137111,135457,INTERTIE
1004890,339577,163217,INTERTIE
1004891,985834,911336,INTERTIE
1004892,985834,628058,INTERTIE
1004893,985834,101151,INTERTIE
1004894,985834,296601,INTERTIE
1004895,189093,592936,INTERTIE
1004896,303780,228284,INTERTIE
1004897,476125,196506,INTERTIE
1004898,303780,420263,INTERTIE
1004899,476125,177834,INTERTIE
1004900,189093,737941,INTERTIE
1004901,137111,116566,INTERTIE
1004902,985834,731356,INTERTIE
1004903,222949,133483,INTERTIE
1004904,128296,443202,INTERTIE
1004905,856334,133936,INTERTIE
1004906,505359,516894,GENERATOR
1004907,500831,101284,LOAD
1004908,139213,874902,GENERATOR
1004909,965640,137023,GENERATOR
1004910,420985,457081,GENERATOR
1004911,194747,932856,GENERATOR
1004912,665097,209997,GENERATOR
1004913,303780,390278,INTERTIE
1004914,133439,442678,INTERTIE
1004915,190145,164059,INTERTIE
1004916,167125,321369,INTERTIE
1004917,139213,691906,GENERATOR
1004918,139213,135714,GENERATOR
1004919,985834,873658,INTERTIE
1004920,195008,577980,INTERTIE
1004921,139213,161633,GENERATOR
1004922,139213,182263,GENERATOR
1004923,245368,774831,GENERATOR
1004924,133439,341559,INTERTIE
1004925,109347,835906,INTERTIE
1004926,500095,127722,INTERTIE
1004927,500095,206133,GENERATOR
1004928,115307,558997,INTERTIE
1004929,189093,764692,INTERTIE
1004930,189093,611851,INTERTIE
1004931,189093,622482,INTERTIE
1004932,139213,723250,GENERATOR
1004933,505359,925971,GENERATOR
1004934,481829,208297,INTERTIE
1004935,985834,433508,INTERTIE
1004936,167125,126804,INTERTIE
1004937,189093,343048,INTERTIE
1004938,189093,751745,INTERTIE
1004939,189093,112464,INTERTIE
1004940,139213,168112,GENERATOR
1004941,152321,728450,INTERTIE
1004942,152321,989522,INTERTIE
1004943,152321,265212,INTERTIE
1004944,152321,832346,INTERTIE
1004945,132371,173273,INTERTIE
1004946,640802,205991,GENERATOR
1004947,190145,112690,INTERTIE
1004948,189093,510941,INTERTIE
1004949,293130,151686,INTERTIE
1004950,293130,107357,INTERTIE
1004951,189093,486890,INTERTIE
1004952,171692,144301,INTERTIE
1004953,181874,268962,INTERTIE
1004954,293130,553507,INTERTIE
1004955,189093,206939,INTERTIE
1004956,293130,183844,INTERTIE
1004957,500095,446056,INTERTIE
1004958,189093,444304,INTERTIE
1004959,211849,178967,INTERTIE
1004960,211849,757239,INTERTIE
1004961,418593,820035,INTERTIE
1004962,397663,428284,INTERTIE
1004963,397663,607311,INTERTIE
1004964,139213,258757,GENERATOR
1004965,117679,210488,INTERTIE
1004966,211630,971690,INTERTIE
1004967,126187,119840,GENERATOR
1004968,339577,974984,INTERTIE
1004969,160711,175586,INTERTIE
1004970,183056,103065,INTERTIE
1004971,160711,423589,INTERTIE
1004972,392309,157181,GENERATOR
1004973,160711,982425,INTERTIE
1004974,915306,421875,INTERTIE
1004975,167872,758400,INTERTIE
1004976,167872,868438,INTERTIE
1004977,124591,999838,GENERATOR
1004978,156238,183212,LOAD
1004979,621200,647904,INTERTIE
1004980,167872,986400,INTERTIE
1004981,505359,918777,INTERTIE
1004982,164602,141481,INTERTIE
1004983,985834,148133,INTERTIE
1004984,174144,133964,INTERTIE
1004985,174144,113670,INTERTIE
1004986,307817,160709,INTERTIE
1004987,194660,154745,INTERTIE
1004988,164205,885932,INTERTIE
1004989,211849,935175,INTERTIE
1004990,339577,424295,INTERTIE
1004991,926749,564362,INTERTIE
1004992,174144,178494,INTERTIE
1004993,174144,364915,INTERTIE
1004994,189093,162265,INTERTIE
1004995,132683,172403,INTERTIE
1004996,139213,124947,GENERATOR
1004997,124591,860366,GENERATOR
1004998,763143,582612,LOAD
1004999,808632,207857,INTERTIE
1005000,138185,732063,GENERATOR
1005001,919880,823318,LOAD
1005002,393170,207957,INTERTIE
1005003,139213,882763,GENERATOR
1005004,124591,131400,GENERATOR
1005005,124591,423878,GENERATOR
1005006,505359,141180,GENERATOR
1005007,139213,962064,GENERATOR
1005008,748946,709278,LOAD
1005009,124591,336846,GENERATOR
1005010,505359,787026,GENERATOR
1005011,907664,115871,GENERATOR
1005012,124591,479755,GENERATOR
1005013,138185,192532,GENERATOR
1005014,138185,210603,GENERATOR
1005015,505359,140315,GENERATOR
1005016,138185,409913,GENERATOR
1005017,505359,129089,GENERATOR
1005018,919880,121340,LOAD
1005019,205428,750255,GENERATOR
1005020,827577,931799,INTERTIE
1005021,919880,160880,LOAD
1005022,174144,161107,LOAD
1005023,138185,179204,GENERATOR
1005024,763143,617807,GENERATOR
1005025,139213,184942,GENERATOR
1005026,126187,809558,GENERATOR
1005027,211849,105465,GENERATOR
1005028,621200,238833,INTERTIE
1005029,138185,130687,GENERATOR
1005030,763143,654478,GENERATOR
1005031,139213,704693,GENERATOR
1005032,598355,525299,LOAD
1005033,167125,191730,INTERTIE
1005034,186919,502281,INTERTIE
1005035,171989,125783,INTERTIE
1005036,188891,622837,INTERTIE
1005037,194660,736949,INTERTIE
1005038,194660,795161,INTERTIE
1005039,259501,823112,INTERTIE
1005040,139213,713184,GENERATOR
1005041,907664,119335,GENERATOR
1005042,500831,205606,INTERTIE
1005043,798741,104246,INTERTIE
1005044,138185,135811,GENERATOR
1005045,648754,654441,GENERATOR
1005046,139213,774713,GENERATOR
1005047,139213,261590,GENERATOR
1005048,171989,204473,INTERTIE
1005049,183056,798937,INTERTIE
1005050,167125,749089,INTERTIE
1005051,183056,362737,INTERTIE
1005052,158459,803906,GENERATOR
1005053,158459,209172,LOAD
1005054,476125,131888,INTERTIE
1005055,165846,560444,INTERTIE
1005056,167125,398459,INTERTIE
1005057,128296,847670,INTERTIE
1005058,128296,101432,INTERTIE
1005059,128296,405709,INTERTIE
1005060,139213,535936,INTERTIE
1005061,183056,913300,INTERTIE
1005062,795476,180541,INTERTIE
1005063,722681,723251,GENERATOR
1005064,138185,635270,GENERATOR
1005065,907664,600845,GENERATOR
1005066,900650,182013,INTERTIE
1005067,137111,571343,INTERTIE
1005068,158459,207125,INTERTIE
1005069,124591,908401,GENERATOR
1005070,124591,244767,GENERATOR
1005071,665097,221340,GENERATOR
1005072,124591,379016,GENERATOR
1005073,124591,189735,GENERATOR
1005074,137111,211949,INTERTIE
1005075,124591,202954,GENERATOR
1005076,124591,198572,GENERATOR
1005077,124591,632609,GENERATOR
1005078,124591,583877,GENERATOR
1005079,124591,159034,GENERATOR
1005080,124591,227593,GENERATOR
1005081,303780,391502,INTERTIE
1005082,397663,481685,INTERTIE
1005083,505359,148929,GENERATOR
1005084,187496,176838,GENERATOR
1005085,187496,933646,GENERATOR
1005086,186919,854302,INTERTIE
1005087,133439,867972,INTERTIE
1005088,139213,125951,GENERATOR
1005089,795476,136241,INTERTIE
1005090,409867,171055,INTERTIE
1005091,409867,720510,INTERTIE
1005092,139213,204341,GENERATOR
1005093,189093,580054,INTERTIE
1005094,505359,884523,GENERATOR
1005095,393170,591409,INTERTIE
1005096,187496,560945,INTERTIE
1005097,505359,152765,INTERTIE
1005098,138185,117255,GENERATOR
1005099,339577,503985,INTERTIE
1005100,505359,708659,INTERTIE
1005101,505359,184654,INTERTIE
1005102,139213,742355,GENERATOR
1005103,164602,154122,INTERTIE
1005104,183056,645618,INTERTIE
1005105,106681,259215,LOAD
1005106,640802,878128,GENERATOR
1005107,103010,150743,LOAD
1005108,186449,207043,INTERTIE
1005109,665097,814699,GENERATOR
1005110,138185,301317,GENERATOR
1005111,183056,669887,INTERTIE
1005112,900650,138313,INTERTIE
1005113,183056,554214,INTERTIE
1005114,138185,190205,GENERATOR
1005115,665097,151095,GENERATOR
1005116,163143,918578,INTERTIE
1005117,211849,115502,INTERTIE
1005118,222949,206057,INTERTIE
1005119,189093,512080,INTERTIE
1005120,827577,530038,INTERTIE
1005121,139213,210487,GENERATOR
1005122,189093,357267,INTERTIE
1005123,795476,203111,INTERTIE
1005124,183056,167408,INTERTIE
1005125,827577,297814,INTERTIE
1005126,944967,792165,INTERTIE
1005127,900650,126177,INTERTIE
1005128,183056,128653,INTERTIE
1005129,795476,102627,INTERTIE
1005130,800968,771473,INTERTIE
1005131,505359,847002,INTERTIE
1005132,795476,838540,INTERTIE
1005133,795476,132649,INTERTIE
1005134,795476,489496,INTERTIE
1005135,795476,491647,INTERTIE
1005136,795476,685560,INTERTIE
1005137,505359,756057,INTERTIE
1005138,505359,799801,INTERTIE
1005139,152321,117516,INTERTIE
1005140,856334,197382,INTERTIE
1005141,303780,169119,INTERTIE
1005142,856334,547130,INTERTIE
1005143,505359,103616,GENERATOR
1005144,152321,959277,INTERTIE
1005145,725439,297325,GENERATOR
1005146,160711,160201,INTERTIE
1005147,138185,513422,GENERATOR
1005148,138185,189901,GENERATOR
1005149,138185,213723,GENERATOR
1005150,138185,198272,GENERATOR
1005151,138185,209141,GENERATOR
1005152,138185,365641,GENERATOR
1005153,139213,117104,INTERTIE
1005154,138185,196383,GENERATOR
1005155,138185,368370,GENERATOR
1005156,138185,913857,GENERATOR
1005157,138185,179006,GENERATOR
1005158,138185,146151,GENERATOR
1005159,138185,748960,GENERATOR
1005160,634387,961578,GENERATOR
1005161,138185,128052,GENERATOR
1005162,138185,790058,GENERATOR
1005163,138185,181555,GENERATOR
1005164,138185,501242,GENERATOR
1005165,138185,742901,GENERATOR
1005166,339577,156171,INTERTIE
1005167,183056,646789,INTERTIE
1005168,152321,930741,INTERTIE
1005169,152321,188944,INTERTIE
1005170,128296,799924,INTERTIE
1005171,152321,292798,INTERTIE
1005172,183056,941809,INTERTIE
1005173,505359,190379,INTERTIE
1005174,188185,709955,INTERTIE
1005175,505359,200994,INTERTIE
1005176,165846,214386,INTERTIE
1005177,505359,110868,INTERTIE
1005178,183056,102985,INTERTIE
1005179,827577,673349,INTERTIE
1005180,190145,524695,INTERTIE
1005181,139213,137468,INTERTIE
1005182,211849,156530,INTERTIE
1005183,189093,761446,INTERTIE
1005184,183056,689553,INTERTIE
1005185,190145,347498,INTERTIE
1005186,183056,423313,INTERTIE
1005187,505359,102351,GENERATOR
1005188,138185,776952,GENERATOR
1005189,138185,882020,GENERATOR
1005190,665097,682674,GENERATOR
1005191,138185,668708,GENERATOR
1005192,138185,694850,GENERATOR
1005193,138185,744890,GENERATOR
1005194,411331,104767,GENERATOR
1005195,138185,207715,GENERATOR
1005196,138185,748067,GENERATOR
1005197,120902,156611,INTERTIE
1005198,138185,966701,GENERATOR
1005199,411331,154471,GENERATOR
1005200,169879,130476,GENERATOR
1005201,801800,129148,GENERATOR
1005202,189093,980683,INTERTIE
1005203,411331,431692,GENERATOR
1005204,115307,209326,INTERTIE
1005205,138185,269098,GENERATOR
1005206,138185,145267,GENERATOR
1005207,748330,630958,GENERATOR
1005208,124591,223260,GENERATOR
1005209,138185,234664,GENERATOR
1005210,748330,742329,GENERATOR
1005211,133439,428292,INTERTIE
1005212,907664,188356,GENERATOR
1005213,798741,132873,GENERATOR
1005214,748330,497123,GENERATOR
1005215,138185,300247,GENERATOR
1005216,169879,147605,GENERATOR
1005217,900650,211336,INTERTIE
1005218,132149,130935,INTERTIE
1005219,988909,447217,INTERTIE
1005220,712391,578922,INTERTIE
1005221,827577,106405,INTERTIE
1005222,139213,494467,GENERATOR
1005223,411331,440648,GENERATOR
1005224,211849,217668,INTERTIE
1005225,138185,198049,GENERATOR
1005226,138185,965692,GENERATOR
1005227,138185,581475,GENERATOR
1005228,138185,619021,GENERATOR
1005229,138185,492540,GENERATOR
1005230,138185,104975,GENERATOR
1005231,138185,812661,GENERATOR
1005232,138185,164805,GENERATOR
1005233,138185,163408,GENERATOR
1005234,138185,224918,GENERATOR
1005235,138185,972501,GENERATOR
1005236,138185,765820,GENERATOR
1005237,138185,748008,GENERATOR
1005238,138185,114530,GENERATOR
1005239,138185,138317,GENERATOR
1005240,138185,178012,GENERATOR
1005241,138185,138546,GENERATOR
1005242,138185,957588,GENERATOR
1005243,138185,662217,GENERATOR
1005244,138185,133267,GENERATOR
1005245,138185,866974,GENERATOR
1005246,138185,209843,GENERATOR
1005247,138185,440206,GENERATOR
1005248,138185,295276,GENERATOR
1005249,138185,548358,GENERATOR
1005250,138185,829995,GENERATOR
1005251,138185,887558,GENERATOR
1005252,138185,943653,GENERATOR
1005253,138185,446775,GENERATOR
1005254,138185,246133,GENERATOR
1005255,138185,561198,GENERATOR
1005256,138185,127194,GENERATOR
1005257,138185,265050,GENERATOR
1005258,138185,484259,GENERATOR
1005259,138185,112535,GENERATOR
1005260,138185,723658,GENERATOR
1005261,138185,748963,GENERATOR
1005262,138185,273310,GENERATOR
1005263,138185,418263,GENERATOR
1005264,481829,971028,INTERTIE
1005265,211849,187974,INTERTIE
1005266,827577,784662,INTERTIE
1005267,468404,180200,INTERTIE
1005268,183056,559449,INTERTIE
1005269,187106,296394,GENERATOR
1005270,160711,981203,INTERTIE
1005271,211849,115636,INTERTIE
1005272,407117,444308,GENERATOR
1005273,167736,181678,GENERATOR
1005274,183056,141926,INTERTIE
1005275,186119,101436,INTERTIE
1005276,186119,116856,INTERTIE
1005277,364336,898571,INTERTIE
